review_id,homestay_id,homestay_name,district,state,guest_type,rating,review_text,sentiment,review_topic,review_date,host_response,stay_duration_days,booking_channel
2440,1005,Cloud View Homestay,Uttarkashi,Uttarakhand,Solo Traveler,5,Loved the scenic surroundings and fresh air.,Positive,Scenic Beauty,2025-03-14,Yes,9,Travel Agency
2441,1045,Mountain View Homestay,Uttarkashi,Uttarakhand,Adventure Traveler,5,Great value for money and comfortable stay.,Positive,Scenic Beauty,2024-06-24,Yes,7,Referral
2442,1019,Sunrise Eco Stay,Tehri Garhwal,Uttarakhand,Friends Group,1,Limited facilities for the price charged.,Negative,Hospitality,2025-07-26,No,8,Referral
2443,1011,Lake View Cottage,Tehri Garhwal,Uttarakhand,Couple,5,Loved the scenic surroundings and fresh air.,Positive,Trekking,2026-02-13,Yes,8,Direct
2444,1025,Riverstone Cottage,Uttarkashi,Uttarakhand,Solo Traveler,5,Beautiful mountain views and peaceful atmosphere.,Positive,Eco Tourism,2024-07-16,Yes,7,Referral
2445,1037,Lake View Cottage,Pithoragarh,Uttarakhand,Family,4,Outstanding experience with great trekking options.,Positive,Scenic Beauty,2024-06-18,Yes,6,Tripadvisor
2446,1039,Lake View Cottage,Kausani,Uttarakhand,Adventure Traveler,3,Good experience but room maintenance can improve.,Neutral,Scenic Beauty,2025-11-25,Yes,9,Google
2447,1016,Forest Edge Homestay,Ranikhet,Uttarakhand,Friends Group,2,Road access to the homestay was difficult.,Negative,Accessibility,2025-04-09,Yes,10,Direct
2448,1011,Riverstone Cottage,Tehri Garhwal,Uttarakhand,Couple,4,Great value for money and comfortable stay.,Positive,Scenic Beauty,2025-06-12,No,6,Tripadvisor
2449,1009,Cloud View Homestay,Uttarkashi,Uttarakhand,Couple,5,Outstanding experience with great trekking options.,Positive,Accessibility,2024-10-15,No,5,Travel Agency
2450,1005,Sunrise Eco Stay,Ranikhet,Uttarakhand,Friends Group,1,Limited facilities for the price charged.,Negative,Location,2025-04-09,No,1,Tripadvisor
2451,1040,Sunrise Eco Stay,Tehri Garhwal,Uttarakhand,Family,5,One of the best homestays we have visited.,Positive,Food,2025-12-25,No,5,Direct
2452,1036,Himalayan Nest,Kausani,Uttarakhand,Family,4,Beautiful mountain views and peaceful atmosphere.,Positive,Eco Tourism,2026-04-26,No,3,Referral
2453,1009,Sunrise Eco Stay,Mukteshwar,Uttarakhand,Family,3,The property was satisfactory for a short visit.,Neutral,Amenities,2025-08-21,Yes,2,Direct
2454,1007,Valley Breeze Retreat,Mukteshwar,Uttarakhand,Adventure Traveler,5,Outstanding experience with great trekking options.,Positive,Cleanliness,2026-01-25,No,10,Travel Agency
2455,1019,Valley Breeze Retreat,Tehri Garhwal,Uttarakhand,Couple,4,Excellent local food and authentic village experience.,Positive,Cleanliness,2026-05-17,Yes,5,Tripadvisor
2456,1014,Sunrise Eco Stay,Kausani,Uttarakhand,Couple,1,Property maintenance needs attention.,Negative,Value for Money,2025-03-20,Yes,1,Google
2457,1007,Oakwood Cottage,Nainital,Uttarakhand,Family,3,Comfortable stay though food options were limited.,Neutral,Eco Tourism,2026-03-02,No,7,Direct
2458,1009,Mountain View Homestay,Tehri Garhwal,Uttarakhand,Adventure Traveler,1,Food quality did not meet expectations.,Negative,Trekking,2025-03-01,No,7,Referral
2459,1026,Mountain View Homestay,Pithoragarh,Uttarakhand,Friends Group,3,Good experience but room maintenance can improve.,Neutral,Cleanliness,2024-12-15,Yes,6,Travel Agency
2460,1049,Valley Breeze Retreat,Chamoli,Uttarakhand,Family,5,Perfect place for eco tourism and nature lovers.,Positive,Trekking,2026-03-22,No,4,Google
2461,1037,Pine Valley Retreat,Pithoragarh,Uttarakhand,Solo Traveler,3,Good experience but room maintenance can improve.,Neutral,Food,2025-02-04,Yes,10,Referral
2462,1040,Pine Valley Retreat,Ranikhet,Uttarakhand,Adventure Traveler,5,Excellent local food and authentic village experience.,Positive,Food,2026-02-20,Yes,2,Google
2463,1026,Riverstone Cottage,Mukteshwar,Uttarakhand,Adventure Traveler,5,Amazing hospitality and very friendly hosts.,Positive,Food,2026-01-02,No,7,Direct
2464,1047,Pine Valley Retreat,Pithoragarh,Uttarakhand,Friends Group,3,Good experience but room maintenance can improve.,Neutral,Value for Money,2025-11-29,No,9,Travel Agency
2465,1048,Mountain View Homestay,Ranikhet,Uttarakhand,Couple,1,Room cleanliness needs improvement.,Negative,Trekking,2026-01-13,No,2,Referral
2466,1032,Himalayan Nest,Rudraprayag,Uttarakhand,Couple,5,Outstanding experience with great trekking options.,Positive,Accessibility,2025-12-04,Yes,8,Google
2467,1030,Wildflower Retreat,Pithoragarh,Uttarakhand,Solo Traveler,3,Good experience but room maintenance can improve.,Neutral,Eco Tourism,2026-02-12,No,7,Referral
2468,1033,Nature Trails Stay,Kausani,Uttarakhand,Solo Traveler,4,Beautiful mountain views and peaceful atmosphere.,Positive,Cleanliness,2024-06-14,Yes,2,Tripadvisor
2469,1010,Riverstone Cottage,Chamoli,Uttarakhand,Adventure Traveler,4,Amazing hospitality and very friendly hosts.,Positive,Food,2026-02-24,No,9,Direct
2470,1050,Forest Edge Homestay,Almora,Uttarakhand,Solo Traveler,4,Beautiful mountain views and peaceful atmosphere.,Positive,Cleanliness,2024-12-19,No,4,Tripadvisor
2471,1037,Cloud View Homestay,Nainital,Uttarakhand,Couple,5,Great value for money and comfortable stay.,Positive,Hospitality,2024-08-12,No,8,Travel Agency
2472,1047,Valley Breeze Retreat,Tehri Garhwal,Uttarakhand,Solo Traveler,3,Overall a decent stay with basic facilities.,Neutral,Hospitality,2025-11-28,No,7,Referral
2473,1037,Cloud View Homestay,Mukteshwar,Uttarakhand,Solo Traveler,2,Property maintenance needs attention.,Negative,Value for Money,2024-10-20,Yes,2,Travel Agency
2474,1041,Sunrise Eco Stay,Pithoragarh,Uttarakhand,Friends Group,5,The hosts made us feel like family.,Positive,Trekking,2026-05-26,No,2,Google
2475,1045,Cloud View Homestay,Uttarkashi,Uttarakhand,Solo Traveler,3,Comfortable stay though food options were limited.,Neutral,Food,2025-10-11,No,5,Google
2476,1048,Snow Peak Homestay,Nainital,Uttarakhand,Family,3,Overall a decent stay with basic facilities.,Neutral,Location,2026-05-20,Yes,10,Tripadvisor
2477,1017,Green Hills Homestay,Almora,Uttarakhand,Family,2,Property maintenance needs attention.,Negative,Accessibility,2024-09-10,Yes,6,Referral
2478,1049,Wildflower Retreat,Tehri Garhwal,Uttarakhand,Couple,3,Comfortable stay though food options were limited.,Neutral,Trekking,2024-11-21,No,8,Tripadvisor
2479,1015,Nature Trails Stay,Tehri Garhwal,Uttarakhand,Adventure Traveler,4,Beautiful mountain views and peaceful atmosphere.,Positive,Eco Tourism,2026-01-29,No,3,Direct
2480,1019,Cloud View Homestay,Chamoli,Uttarakhand,Family,5,Amazing hospitality and very friendly hosts.,Positive,Value for Money,2026-06-08,Yes,7,Direct
2481,1006,Green Hills Homestay,Nainital,Uttarakhand,Friends Group,2,Limited facilities for the price charged.,Negative,Scenic Beauty,2025-04-22,No,4,Tripadvisor
2482,1031,Nature Trails Stay,Pithoragarh,Uttarakhand,Family,5,Excellent local food and authentic village experience.,Positive,Location,2024-12-07,Yes,6,Referral
2483,1029,Wildflower Retreat,Ranikhet,Uttarakhand,Couple,4,One of the best homestays we have visited.,Positive,Value for Money,2024-07-20,No,4,Google
2484,1020,Eco Village Stay,Tehri Garhwal,Uttarakhand,Adventure Traveler,1,Food quality did not meet expectations.,Negative,Eco Tourism,2024-07-16,Yes,6,Direct
2485,1038,Lake View Cottage,Nainital,Uttarakhand,Family,4,Great value for money and comfortable stay.,Positive,Cleanliness,2025-09-05,No,8,Google
2486,1039,Nature Trails Stay,Mukteshwar,Uttarakhand,Friends Group,5,Loved the scenic surroundings and fresh air.,Positive,Food,2024-11-05,Yes,4,Travel Agency
2487,1025,Nature Trails Stay,Pithoragarh,Uttarakhand,Family,5,Outstanding experience with great trekking options.,Positive,Eco Tourism,2025-07-18,No,3,Direct
2488,1019,Valley Breeze Retreat,Almora,Uttarakhand,Adventure Traveler,5,Clean rooms and wonderful service.,Positive,Location,2024-12-30,Yes,5,Referral
2489,1023,Oakwood Cottage,Tehri Garhwal,Uttarakhand,Adventure Traveler,5,Great value for money and comfortable stay.,Positive,Cleanliness,2024-07-03,Yes,7,Direct
2490,1024,Wildflower Retreat,Mukteshwar,Uttarakhand,Couple,4,Excellent local food and authentic village experience.,Positive,Location,2025-03-15,Yes,10,Tripadvisor
2491,1020,Riverstone Cottage,Pithoragarh,Uttarakhand,Solo Traveler,4,Perfect place for eco tourism and nature lovers.,Positive,Value for Money,2024-09-27,No,5,Travel Agency
2492,1034,Nature Trails Stay,Kausani,Uttarakhand,Solo Traveler,5,Clean rooms and wonderful service.,Positive,Trekking,2025-02-27,Yes,6,Direct
2493,1013,Riverstone Cottage,Pithoragarh,Uttarakhand,Friends Group,3,Good experience but room maintenance can improve.,Neutral,Scenic Beauty,2025-03-15,Yes,1,Travel Agency
2494,1038,Nature Trails Stay,Rudraprayag,Uttarakhand,Adventure Traveler,1,The room was smaller than shown in photos.,Negative,Eco Tourism,2024-08-23,Yes,10,Google
2495,1046,Pine Valley Retreat,Kausani,Uttarakhand,Adventure Traveler,3,Comfortable stay though food options were limited.,Neutral,Scenic Beauty,2025-08-23,Yes,5,Travel Agency
2496,1008,Cloud View Homestay,Rudraprayag,Uttarakhand,Couple,1,Limited facilities for the price charged.,Negative,Location,2026-04-26,No,1,Direct
2497,1009,Mountain View Homestay,Ranikhet,Uttarakhand,Couple,5,One of the best homestays we have visited.,Positive,Accessibility,2024-12-11,Yes,7,Travel Agency
2498,1035,Pine Valley Retreat,Nainital,Uttarakhand,Adventure Traveler,4,Outstanding experience with great trekking options.,Positive,Value for Money,2024-10-04,No,9,Direct
2499,1006,Pine Valley Retreat,Pithoragarh,Uttarakhand,Friends Group,1,Road access to the homestay was difficult.,Negative,Food,2025-05-15,Yes,10,Travel Agency
2500,1018,Forest Edge Homestay,Rudraprayag,Uttarakhand,Family,3,Good experience but room maintenance can improve.,Neutral,Food,2025-04-02,No,9,Referral
2501,1009,Forest Edge Homestay,Almora,Uttarakhand,Friends Group,4,Great value for money and comfortable stay.,Positive,Eco Tourism,2024-11-28,Yes,5,Direct
2502,1024,Valley Breeze Retreat,Uttarkashi,Uttarakhand,Couple,5,Loved the scenic surroundings and fresh air.,Positive,Location,2026-05-17,Yes,9,Travel Agency
2503,1041,Oakwood Cottage,Nainital,Uttarakhand,Solo Traveler,4,Great value for money and comfortable stay.,Positive,Amenities,2026-04-24,No,10,Travel Agency
2504,1027,Green Hills Homestay,Pithoragarh,Uttarakhand,Couple,2,Road access to the homestay was difficult.,Negative,Food,2024-06-30,Yes,8,Google
2505,1011,Sunrise Eco Stay,Pithoragarh,Uttarakhand,Couple,5,Outstanding experience with great trekking options.,Positive,Eco Tourism,2024-10-25,No,7,Google
2506,1035,Mountain View Homestay,Nainital,Uttarakhand,Couple,4,Perfect place for eco tourism and nature lovers.,Positive,Eco Tourism,2026-04-02,No,10,Referral
2507,1030,Himalayan Nest,Uttarkashi,Uttarakhand,Couple,3,Overall a decent stay with basic facilities.,Neutral,Location,2026-05-05,Yes,5,Travel Agency
2508,1029,Riverstone Cottage,Mukteshwar,Uttarakhand,Friends Group,5,Perfect place for eco tourism and nature lovers.,Positive,Amenities,2025-11-19,No,9,Travel Agency
2509,1036,Cloud View Homestay,Mukteshwar,Uttarakhand,Family,5,Amazing hospitality and very friendly hosts.,Positive,Location,2024-09-15,Yes,7,Tripadvisor
2510,1017,Himalayan Nest,Uttarkashi,Uttarakhand,Couple,5,Outstanding experience with great trekking options.,Positive,Eco Tourism,2025-11-05,Yes,1,Direct
2511,1026,Green Hills Homestay,Almora,Uttarakhand,Adventure Traveler,5,Beautiful mountain views and peaceful atmosphere.,Positive,Scenic Beauty,2026-06-05,No,10,Google
2512,1029,Forest Edge Homestay,Almora,Uttarakhand,Couple,1,Limited facilities for the price charged.,Negative,Location,2024-12-18,Yes,5,Google
2513,1038,Lake View Cottage,Almora,Uttarakhand,Solo Traveler,4,Excellent local food and authentic village experience.,Positive,Scenic Beauty,2024-12-14,Yes,8,Tripadvisor
2514,1026,Sunrise Eco Stay,Chamoli,Uttarakhand,Solo Traveler,2,Service response was slower than expected.,Negative,Eco Tourism,2025-02-20,No,2,Referral
2515,1036,Himalayan Nest,Rudraprayag,Uttarakhand,Friends Group,4,Great value for money and comfortable stay.,Positive,Value for Money,2025-08-15,Yes,3,Direct
2516,1036,Mountain View Homestay,Almora,Uttarakhand,Adventure Traveler,5,Great value for money and comfortable stay.,Positive,Value for Money,2026-02-05,No,2,Travel Agency
2517,1026,Mountain View Homestay,Rudraprayag,Uttarakhand,Couple,4,Beautiful mountain views and peaceful atmosphere.,Positive,Food,2026-03-27,Yes,5,Referral
2518,1037,Wildflower Retreat,Uttarkashi,Uttarakhand,Adventure Traveler,4,The hosts made us feel like family.,Positive,Cleanliness,2025-06-02,Yes,3,Travel Agency
2519,1043,Cloud View Homestay,Tehri Garhwal,Uttarakhand,Family,2,Limited facilities for the price charged.,Negative,Amenities,2025-11-18,Yes,10,Referral
2520,1012,Pine Valley Retreat,Uttarkashi,Uttarakhand,Adventure Traveler,1,Food quality did not meet expectations.,Negative,Amenities,2024-12-31,Yes,8,Tripadvisor
2521,1045,Pine Valley Retreat,Tehri Garhwal,Uttarakhand,Family,4,Loved the scenic surroundings and fresh air.,Positive,Trekking,2025-02-24,No,4,Referral
2522,1017,Sunrise Eco Stay,Kausani,Uttarakhand,Friends Group,4,Beautiful mountain views and peaceful atmosphere.,Positive,Scenic Beauty,2024-11-01,Yes,3,Tripadvisor
2523,1020,Sunrise Eco Stay,Nainital,Uttarakhand,Couple,5,One of the best homestays we have visited.,Positive,Hospitality,2025-06-03,No,7,Travel Agency
2524,1049,Green Hills Homestay,Rudraprayag,Uttarakhand,Family,5,One of the best homestays we have visited.,Positive,Accessibility,2026-01-24,No,7,Google
2525,1031,Mountain View Homestay,Almora,Uttarakhand,Adventure Traveler,5,Amazing hospitality and very friendly hosts.,Positive,Hospitality,2025-10-23,Yes,9,Direct
2526,1035,Wildflower Retreat,Pithoragarh,Uttarakhand,Friends Group,5,Amazing hospitality and very friendly hosts.,Positive,Eco Tourism,2026-03-05,No,7,Travel Agency
2527,1037,Pine Valley Retreat,Almora,Uttarakhand,Solo Traveler,5,One of the best homestays we have visited.,Positive,Location,2024-06-13,No,3,Travel Agency
2528,1040,Forest Edge Homestay,Tehri Garhwal,Uttarakhand,Solo Traveler,4,Excellent local food and authentic village experience.,Positive,Location,2026-01-12,No,10,Referral
2529,1037,Pine Valley Retreat,Tehri Garhwal,Uttarakhand,Couple,3,Overall a decent stay with basic facilities.,Neutral,Hospitality,2024-08-30,No,1,Google
2530,1008,Lake View Cottage,Uttarkashi,Uttarakhand,Friends Group,5,Perfect place for eco tourism and nature lovers.,Positive,Amenities,2024-06-26,Yes,6,Referral
2531,1028,Cloud View Homestay,Nainital,Uttarakhand,Solo Traveler,3,Comfortable stay though food options were limited.,Neutral,Food,2026-05-13,Yes,1,Tripadvisor
2532,1026,Forest Edge Homestay,Almora,Uttarakhand,Friends Group,2,Limited facilities for the price charged.,Negative,Food,2025-05-31,No,10,Tripadvisor
2533,1002,Green Hills Homestay,Kausani,Uttarakhand,Couple,3,Overall a decent stay with basic facilities.,Neutral,Location,2025-09-12,No,6,Referral
2534,1017,Green Hills Homestay,Chamoli,Uttarakhand,Family,2,Road access to the homestay was difficult.,Negative,Accessibility,2025-10-27,Yes,2,Referral
2535,1026,Mountain View Homestay,Uttarkashi,Uttarakhand,Friends Group,1,Room cleanliness needs improvement.,Negative,Location,2026-04-01,No,6,Referral
2536,1008,Riverstone Cottage,Pithoragarh,Uttarakhand,Adventure Traveler,4,The hosts made us feel like family.,Positive,Amenities,2025-01-21,Yes,3,Referral
2537,1010,Forest Edge Homestay,Chamoli,Uttarakhand,Friends Group,3,The location was nice but amenities were average.,Neutral,Trekking,2025-08-17,Yes,3,Travel Agency
2538,1037,Valley Breeze Retreat,Uttarkashi,Uttarakhand,Couple,4,Excellent local food and authentic village experience.,Positive,Scenic Beauty,2025-11-15,No,10,Direct
2539,1036,Nature Trails Stay,Chamoli,Uttarakhand,Adventure Traveler,2,Limited facilities for the price charged.,Negative,Accessibility,2024-08-02,Yes,5,Direct
2540,1013,Himalayan Nest,Uttarkashi,Uttarakhand,Friends Group,2,Property maintenance needs attention.,Negative,Eco Tourism,2026-03-31,Yes,6,Referral
2541,1039,Mountain View Homestay,Uttarkashi,Uttarakhand,Solo Traveler,5,Clean rooms and wonderful service.,Positive,Cleanliness,2025-04-07,Yes,9,Travel Agency
2542,1020,Lake View Cottage,Pithoragarh,Uttarakhand,Friends Group,4,The hosts made us feel like family.,Positive,Cleanliness,2025-06-06,No,2,Travel Agency
2543,1025,Pine Valley Retreat,Uttarkashi,Uttarakhand,Friends Group,5,Great value for money and comfortable stay.,Positive,Location,2025-03-18,Yes,1,Tripadvisor
2544,1041,Green Hills Homestay,Mukteshwar,Uttarakhand,Friends Group,4,Great value for money and comfortable stay.,Positive,Value for Money,2026-03-18,Yes,7,Tripadvisor
2545,1042,Wildflower Retreat,Mukteshwar,Uttarakhand,Friends Group,1,Property maintenance needs attention.,Negative,Value for Money,2025-07-27,Yes,7,Direct
2546,1024,Valley Breeze Retreat,Rudraprayag,Uttarakhand,Friends Group,1,Service response was slower than expected.,Negative,Location,2025-08-13,No,6,Referral
2547,1005,Lake View Cottage,Rudraprayag,Uttarakhand,Family,5,Great value for money and comfortable stay.,Positive,Accessibility,2024-11-12,Yes,9,Direct
2548,1021,Nature Trails Stay,Almora,Uttarakhand,Family,5,Clean rooms and wonderful service.,Positive,Eco Tourism,2024-10-26,No,2,Tripadvisor
2549,1019,Oakwood Cottage,Almora,Uttarakhand,Couple,1,Road access to the homestay was difficult.,Negative,Scenic Beauty,2026-06-01,Yes,10,Direct
2550,1023,Oakwood Cottage,Chamoli,Uttarakhand,Adventure Traveler,5,Beautiful mountain views and peaceful atmosphere.,Positive,Cleanliness,2025-05-08,No,8,Referral
2551,1033,Lake View Cottage,Rudraprayag,Uttarakhand,Family,5,Amazing hospitality and very friendly hosts.,Positive,Hospitality,2025-06-24,No,4,Referral
2552,1046,Pine Valley Retreat,Kausani,Uttarakhand,Adventure Traveler,5,Perfect place for eco tourism and nature lovers.,Positive,Eco Tourism,2024-07-15,Yes,9,Google
2553,1011,Lake View Cottage,Tehri Garhwal,Uttarakhand,Family,4,The hosts made us feel like family.,Positive,Accessibility,2024-08-03,Yes,4,Direct
2554,1036,Sunrise Eco Stay,Almora,Uttarakhand,Couple,5,Loved the scenic surroundings and fresh air.,Positive,Amenities,2026-01-22,Yes,9,Tripadvisor
2555,1015,Nature Trails Stay,Ranikhet,Uttarakhand,Solo Traveler,4,Great value for money and comfortable stay.,Positive,Amenities,2024-10-24,Yes,1,Referral
2556,1008,Oakwood Cottage,Tehri Garhwal,Uttarakhand,Family,5,Beautiful mountain views and peaceful atmosphere.,Positive,Scenic Beauty,2025-04-22,No,8,Referral
2557,1020,Wildflower Retreat,Rudraprayag,Uttarakhand,Solo Traveler,4,Great value for money and comfortable stay.,Positive,Scenic Beauty,2024-12-17,Yes,4,Tripadvisor
2558,1007,Forest Edge Homestay,Almora,Uttarakhand,Couple,5,Great value for money and comfortable stay.,Positive,Scenic Beauty,2026-04-03,Yes,4,Travel Agency
2559,1023,Green Hills Homestay,Ranikhet,Uttarakhand,Adventure Traveler,5,Loved the scenic surroundings and fresh air.,Positive,Hospitality,2024-10-03,Yes,1,Referral
2560,1001,Sunrise Eco Stay,Uttarkashi,Uttarakhand,Family,4,One of the best homestays we have visited.,Positive,Location,2025-11-16,No,3,Travel Agency
2561,1048,Mountain View Homestay,Ranikhet,Uttarakhand,Adventure Traveler,3,Overall a decent stay with basic facilities.,Neutral,Value for Money,2026-03-25,Yes,2,Google
2562,1048,Riverstone Cottage,Mukteshwar,Uttarakhand,Family,4,Loved the scenic surroundings and fresh air.,Positive,Location,2026-01-24,Yes,10,Tripadvisor
2563,1005,Sunrise Eco Stay,Ranikhet,Uttarakhand,Family,5,Outstanding experience with great trekking options.,Positive,Scenic Beauty,2026-02-08,No,10,Tripadvisor
2564,1033,Valley Breeze Retreat,Pithoragarh,Uttarakhand,Adventure Traveler,3,Overall a decent stay with basic facilities.,Neutral,Location,2026-02-18,No,8,Direct
2565,1023,Himalayan Nest,Uttarkashi,Uttarakhand,Couple,4,One of the best homestays we have visited.,Positive,Location,2024-12-15,Yes,8,Tripadvisor
2566,1013,Snow Peak Homestay,Almora,Uttarakhand,Family,4,Perfect place for eco tourism and nature lovers.,Positive,Location,2025-07-12,No,7,Google
2567,1019,Forest Edge Homestay,Mukteshwar,Uttarakhand,Adventure Traveler,5,Excellent local food and authentic village experience.,Positive,Eco Tourism,2026-01-16,Yes,2,Travel Agency
2568,1032,Pine Valley Retreat,Rudraprayag,Uttarakhand,Adventure Traveler,3,Overall a decent stay with basic facilities.,Neutral,Hospitality,2025-06-12,No,3,Referral
2569,1023,Lake View Cottage,Pithoragarh,Uttarakhand,Friends Group,3,The location was nice but amenities were average.,Neutral,Location,2025-08-18,No,5,Referral
2570,1009,Cloud View Homestay,Uttarkashi,Uttarakhand,Solo Traveler,5,One of the best homestays we have visited.,Positive,Amenities,2026-05-11,No,8,Referral
2571,1047,Wildflower Retreat,Almora,Uttarakhand,Family,2,Service response was slower than expected.,Negative,Value for Money,2025-09-18,Yes,8,Google
2572,1029,Nature Trails Stay,Mukteshwar,Uttarakhand,Adventure Traveler,4,The hosts made us feel like family.,Positive,Scenic Beauty,2025-10-23,No,6,Referral
2573,1011,Eco Village Stay,Nainital,Uttarakhand,Friends Group,4,Excellent local food and authentic village experience.,Positive,Hospitality,2025-10-30,No,5,Travel Agency
2574,1021,Valley Breeze Retreat,Chamoli,Uttarakhand,Adventure Traveler,2,Room cleanliness needs improvement.,Negative,Scenic Beauty,2025-02-28,No,4,Travel Agency
2575,1024,Pine Valley Retreat,Pithoragarh,Uttarakhand,Adventure Traveler,4,The hosts made us feel like family.,Positive,Value for Money,2025-03-30,No,10,Tripadvisor
2576,1011,Nature Trails Stay,Ranikhet,Uttarakhand,Solo Traveler,5,Clean rooms and wonderful service.,Positive,Eco Tourism,2024-07-20,No,3,Direct
2577,1029,Oakwood Cottage,Kausani,Uttarakhand,Couple,5,Great value for money and comfortable stay.,Positive,Cleanliness,2026-03-14,No,4,Tripadvisor
2578,1002,Eco Village Stay,Tehri Garhwal,Uttarakhand,Family,2,WiFi connectivity was poor during the stay.,Negative,Food,2024-10-11,No,1,Google
2579,1032,Valley Breeze Retreat,Ranikhet,Uttarakhand,Couple,5,Clean rooms and wonderful service.,Positive,Eco Tourism,2025-05-06,No,3,Referral
2580,1026,Lake View Cottage,Almora,Uttarakhand,Friends Group,4,One of the best homestays we have visited.,Positive,Scenic Beauty,2024-10-04,Yes,9,Tripadvisor
2581,1045,Valley Breeze Retreat,Chamoli,Uttarakhand,Friends Group,5,Great value for money and comfortable stay.,Positive,Trekking,2025-11-18,No,9,Referral
2582,1019,Nature Trails Stay,Nainital,Uttarakhand,Solo Traveler,4,Excellent local food and authentic village experience.,Positive,Hospitality,2025-02-18,Yes,7,Travel Agency
2583,1035,Cloud View Homestay,Nainital,Uttarakhand,Couple,4,The hosts made us feel like family.,Positive,Hospitality,2024-11-26,No,6,Referral
2584,1005,Wildflower Retreat,Mukteshwar,Uttarakhand,Solo Traveler,1,The room was smaller than shown in photos.,Negative,Accessibility,2024-08-13,No,6,Travel Agency
2585,1050,Himalayan Nest,Almora,Uttarakhand,Family,4,Loved the scenic surroundings and fresh air.,Positive,Eco Tourism,2024-07-12,Yes,8,Direct
2586,1035,Snow Peak Homestay,Rudraprayag,Uttarakhand,Friends Group,5,The hosts made us feel like family.,Positive,Value for Money,2025-01-24,No,8,Tripadvisor
2587,1038,Nature Trails Stay,Mukteshwar,Uttarakhand,Solo Traveler,1,WiFi connectivity was poor during the stay.,Negative,Scenic Beauty,2026-03-29,Yes,2,Referral
2588,1020,Green Hills Homestay,Pithoragarh,Uttarakhand,Adventure Traveler,4,One of the best homestays we have visited.,Positive,Location,2025-01-07,Yes,1,Tripadvisor
2589,1040,Mountain View Homestay,Rudraprayag,Uttarakhand,Adventure Traveler,1,Limited facilities for the price charged.,Negative,Hospitality,2025-07-07,Yes,5,Referral
2590,1022,Eco Village Stay,Mukteshwar,Uttarakhand,Couple,4,Great value for money and comfortable stay.,Positive,Eco Tourism,2024-08-18,Yes,2,Travel Agency
2591,1026,Himalayan Nest,Rudraprayag,Uttarakhand,Adventure Traveler,2,The room was smaller than shown in photos.,Negative,Trekking,2025-07-22,No,6,Google
2592,1038,Oakwood Cottage,Tehri Garhwal,Uttarakhand,Couple,4,One of the best homestays we have visited.,Positive,Hospitality,2026-03-27,No,6,Tripadvisor
2593,1012,Riverstone Cottage,Ranikhet,Uttarakhand,Solo Traveler,3,Good experience but room maintenance can improve.,Neutral,Eco Tourism,2026-03-13,No,5,Tripadvisor
2594,1010,Forest Edge Homestay,Almora,Uttarakhand,Family,4,Outstanding experience with great trekking options.,Positive,Food,2026-01-01,No,4,Referral
2595,1003,Sunrise Eco Stay,Kausani,Uttarakhand,Adventure Traveler,1,WiFi connectivity was poor during the stay.,Negative,Location,2025-11-04,Yes,1,Referral
2596,1018,Riverstone Cottage,Rudraprayag,Uttarakhand,Family,5,Beautiful mountain views and peaceful atmosphere.,Positive,Trekking,2025-12-06,No,10,Referral
2597,1002,Cloud View Homestay,Rudraprayag,Uttarakhand,Adventure Traveler,4,One of the best homestays we have visited.,Positive,Eco Tourism,2025-07-01,Yes,6,Direct
2598,1017,Valley Breeze Retreat,Almora,Uttarakhand,Couple,4,Excellent local food and authentic village experience.,Positive,Food,2025-11-17,No,5,Direct
2599,1022,Pine Valley Retreat,Nainital,Uttarakhand,Adventure Traveler,2,Road access to the homestay was difficult.,Negative,Food,2026-02-06,Yes,4,Referral
2600,1035,Eco Village Stay,Kausani,Uttarakhand,Couple,5,Outstanding experience with great trekking options.,Positive,Trekking,2026-04-18,No,10,Referral
2601,1025,Eco Village Stay,Rudraprayag,Uttarakhand,Family,2,Room cleanliness needs improvement.,Negative,Scenic Beauty,2025-07-04,No,4,Google
2602,1014,Lake View Cottage,Chamoli,Uttarakhand,Solo Traveler,5,Excellent local food and authentic village experience.,Positive,Scenic Beauty,2026-03-20,No,2,Tripadvisor
2603,1017,Wildflower Retreat,Chamoli,Uttarakhand,Solo Traveler,5,Beautiful mountain views and peaceful atmosphere.,Positive,Trekking,2024-10-27,Yes,7,Referral
2604,1034,Green Hills Homestay,Ranikhet,Uttarakhand,Solo Traveler,5,Great value for money and comfortable stay.,Positive,Value for Money,2026-05-28,Yes,1,Referral
2605,1004,Forest Edge Homestay,Nainital,Uttarakhand,Solo Traveler,5,Loved the scenic surroundings and fresh air.,Positive,Trekking,2025-10-22,Yes,10,Travel Agency
2606,1045,Snow Peak Homestay,Pithoragarh,Uttarakhand,Adventure Traveler,5,The hosts made us feel like family.,Positive,Scenic Beauty,2026-03-01,No,9,Referral
2607,1039,Green Hills Homestay,Tehri Garhwal,Uttarakhand,Adventure Traveler,4,Loved the scenic surroundings and fresh air.,Positive,Scenic Beauty,2026-02-12,No,1,Referral
2608,1044,Wildflower Retreat,Tehri Garhwal,Uttarakhand,Family,5,Great value for money and comfortable stay.,Positive,Value for Money,2024-10-15,No,5,Google
2609,1036,Cloud View Homestay,Pithoragarh,Uttarakhand,Family,5,Beautiful mountain views and peaceful atmosphere.,Positive,Eco Tourism,2024-11-19,Yes,8,Tripadvisor
